iter	MultiClass
117	0.1021540092
118	0.1013284794
119	0.1002393472
120	0.09955419179
121	0.09871831777
122	0.09813592522
123	0.09707338906
124	0.09610917086
125	0.09533751067
126	0.09445464344
127	0.09401535923
128	0.09304753967
129	0.09214455833
130	0.09106719115
131	0.09045329845
132	0.08979884306
133	0.08905176147
134	0.08829288891
135	0.08742621913
136	0.08695995498
137	0.08602837464
138	0.08541339516
139	0.08467799661
140	0.08416279302
141	0.08375302962
142	0.08313423397
143	0.08236570761
144	0.08167887868
145	0.08135248322
146	0.08073162262
147	0.08033623136
148	0.07991594049
149	0.07931744156
150	0.07858649851
151	0.07806159211
152	0.07755455298
153	0.07708094222
154	0.07637007729
155	0.07603029942
156	0.07553068524
157	0.07491680646
158	0.07430584781
159	0.07376395498
160	0.0733686316
161	0.0731735681
162	0.07282522257
163	0.07208591246
164	0.07151878249
165	0.07128742352
166	0.07073122341
167	0.07022999785
168	0.06983860518
169	0.0694223456
170	0.06893434115
171	0.06838028085
172	0.06804854439
173	0.06752663873
174	0.06714428781
175	0.06671853856
176	0.06622389566
177	0.06569079939
178	0.06516129002
179	0.06464996685
180	0.0642595178
181	0.06394169495
182	0.06330252872
183	0.06296367785
184	0.06251285802
185	0.0620805796
186	0.06174838338
187	0.06134237723
188	0.0610141194
189	0.06082429906
190	0.06032482823
191	0.05993127795
192	0.05937567129
193	0.05910458204
194	0.05878152172
195	0.05841577479
196	0.05792934913
197	0.05764706346
198	0.05730601197
199	0.05714949853
200	0.05679783844
201	0.05644833486
202	0.05604305541
203	0.05568382068
204	0.05532414558
205	0.05508988747
206	0.05486716017
207	0.05463879894
208	0.0544083927
209	0.05421454474
210	0.05395649546
211	0.0536366629
212	0.053360999
213	0.05313113989
214	0.05287464926
215	0.05247744603
216	0.05230376041
217	0.05201428367
218	0.05188225922
219	0.05163456003
220	0.05127788025
221	0.05100208812
222	0.05066457565
223	0.05032054855
224	0.05007022914
225	0.04985553863
226	0.04959727676
227	0.04923539288
228	0.04905074455
229	0.04874521342
230	0.04854361111
231	0.0483054864
232	0.04809634106
233	0.04780650681
234	0.04767001071
235	0.04742533156
236	0.04723816775
237	0.04702285491
238	0.04687446718
239	0.04663396584
240	0.04647048879
241	0.04634225219
242	0.04618697853
243	0.04600269847
244	0.04577063394
245	0.04541688328
246	0.04525112588
247	0.04516446988
248	0.04488536947
249	0.04471330599
250	0.04449544582
251	0.04424273296
252	0.04403916913
253	0.04379011423
254	0.04353296919
255	0.04340160427
256	0.04326644732
257	0.04309290412
258	0.04276907457
259	0.04264795768
260	0.042426394
261	0.04238658913
262	0.0422447158
263	0.04213457044
264	0.04198396911
265	0.04173501952
266	0.04152814961
267	0.04141051475
268	0.04120731443
269	0.0410193108
270	0.04079670199
271	0.04055864369
272	0.04039334878
273	0.04017861888
274	0.04000185379
275	0.03988843533
276	0.03975699485
277	0.03952399078
278	0.03942194494
279	0.03928572541
280	0.03911283596
281	0.03885489405
282	0.038744747
283	0.03859374741
284	0.03833325808
285	0.03820927241
286	0.03809068022
287	0.03782992698
288	0.03763202351
289	0.03757824827
290	0.03738770221
291	0.0372429167
292	0.03706390971
293	0.0369548539
294	0.0367211856
295	0.0365156277
296	0.03640472745
297	0.03631931414
298	0.03609306484
299	0.03594886297
300	0.03580066694
301	0.03570738761
302	0.03555745464
303	0.03538726485
304	0.03516160507
305	0.03497452777
306	0.03480221501
307	0.03467100739
308	0.03453020791
309	0.03438871268
310	0.03418526847
311	0.03404275916
312	0.03394180911
313	0.03377326566
314	0.03366636036
315	0.0336082634
316	0.0335235437
317	0.03340799107
318	0.03331025016
319	0.03318171187
320	0.03304111722
321	0.03296488087
322	0.03280242184
323	0.03268646466
324	0.03255021806
325	0.03246977751
326	0.03232410664
327	0.03218426261
328	0.03209992874
329	0.03195187309
330	0.03186683603
331	0.03176795717
332	0.03157560973
333	0.03144469477
334	0.03133788175
335	0.03121666093
336	0.03114214768
337	0.0310510868
338	0.03094968427
339	0.03086223787
340	0.03076741026
341	0.03066221754
342	0.03059027177
343	0.03048157581
344	0.03042049003
345	0.03032608116
346	0.03023794497
347	0.03015572986
348	0.0300294456
349	0.02994509733
350	0.02985300795
351	0.0297999062
352	0.02966816425
353	0.02957788342
354	0.02945666121
355	0.02931629148
356	0.02921159631
357	0.02911219701
358	0.02902378806
359	0.02892628951
360	0.02885850129
361	0.02873448709
362	0.02863975719
363	0.02853301308
364	0.02843824028
365	0.02831105038
366	0.02826324533
367	0.0282199485
368	0.02810222376
369	0.02798337186
370	0.02794457907
371	0.02783712552
372	0.02777108754
373	0.02760498545
374	0.02751577224
375	0.02746162854
376	0.02736811187
377	0.02724036209
378	0.02714620463
379	0.02703777872
380	0.0269488984
381	0.02690592247
382	0.02679432803
383	0.02674141613
384	0.026657896
385	0.02657259203
386	0.02650506519
387	0.02635385936
388	0.02630264688
389	0.02621194882
390	0.02612272743
391	0.0260154454
392	0.02592392671
393	0.02584210284
394	0.02576975697
395	0.02571585998
396	0.02565452798
397	0.02557339832
398	0.02550627777
399	0.02539734303
400	0.0253333727
401	0.02527264034
402	0.02518154109
403	0.02508675949
404	0.02501707446
405	0.02494280002
406	0.02486985983
407	0.02481810354
408	0.02477615119
409	0.02473782978
410	0.02464546483
411	0.0245849064
412	0.02452343568
413	0.02447443585
414	0.02444107913
415	0.02435334802
416	0.02424560692
417	0.02419884578
418	0.024103001
419	0.0240229307
420	0.02392219075
421	0.02387585088
422	0.02380564942
423	0.02371868114
424	0.02364701542
425	0.02358329702
426	0.02351730804
427	0.02342988557
428	0.02338229931
429	0.02331358007
430	0.02327154512
431	0.023246656
432	0.02319062034
433	0.02312098699
434	0.02308181806
435	0.02300496332
436	0.02293664642
437	0.02285311433
438	0.022768776
439	0.0227058567
440	0.02263504969
441	0.02255753918
442	0.02247182995
443	0.02240923867
444	0.02233957677
445	0.02229647026
446	0.02225096586
447	0.02217955291
448	0.02212101656
449	0.02205187232
450	0.02199567781
451	0.02193687623
452	0.02188462015
453	0.02183381497
454	0.02177403641
455	0.02173629226
456	0.02167094396
457	0.02160237595
458	0.02155777144
459	0.02149341311
460	0.02144908777
461	0.02136736152
462	0.02129449762
463	0.02125338231
464	0.02120170801
465	0.02116365759
466	0.02111207875
467	0.02105669647
468	0.02100557487
469	0.02094719321
470	0.02087353755
471	0.02080107229
472	0.02073794278
473	0.02067568425
474	0.02065020248
475	0.02059446096
476	0.02050211978
477	0.02045521341
478	0.02042801766
479	0.02038547561
480	0.02035948547
481	0.02028927017
482	0.02022382151
483	0.0201784398
484	0.02009388413
485	0.02003807743
486	0.01996836619
487	0.01993999333
488	0.01988098894
489	0.01984775818
490	0.01979023874
491	0.01975432996
492	0.01968327162
493	0.01961472622
494	0.01958266949
495	0.01956682486
496	0.01950753663
497	0.01946098154
498	0.01941023011
499	0.01936781061
500	0.01931744795
501	0.01926535301
502	0.01921514486
503	0.01915678589
504	0.01909550133
505	0.01904426813
506	0.01897638704
507	0.01892578493
508	0.01889854458
509	0.01887179755
510	0.01880043505
511	0.01874705032
512	0.01873198644
513	0.01870318468
514	0.01865232458
515	0.01862195246
516	0.01857282748
517	0.01852486493
518	0.01850486749
519	0.01847645152
520	0.01844066618
521	0.01840040387
522	0.01834071573
523	0.01829643204
524	0.01823832875
525	0.01817269568
526	0.01811934688
527	0.01807556261
528	0.01803559471
529	0.01800499386
530	0.01797548032
531	0.0179261106
532	0.0178849535
533	0.01782967999
534	0.01780388624
535	0.01776386905
536	0.0177351344
537	0.01770329898
538	0.0176652567
539	0.01763371617
540	0.01759402591
541	0.01754159248
542	0.01747337632
543	0.01743446799
544	0.01738171691
545	0.01733489407
546	0.01726521126
547	0.01722381484
548	0.01719522093
549	0.01715478589
550	0.01709411917
551	0.01706714831
552	0.01704380485
553	0.01699667719
554	0.01696082067
555	0.0169183322
556	0.01686226948
557	0.0168334999
558	0.01679951997
559	0.01675733443
560	0.01671221412
561	0.01668343666
562	0.01666114916
563	0.01663710315
564	0.01660299292
565	0.01654491312
566	0.01649367236
567	0.01647153586
568	0.0164356805
569	0.01641237482
570	0.01637570988
571	0.01635569257
572	0.016333072
573	0.01629848156
574	0.01626146727
575	0.0162224285
576	0.01618664226
577	0.01614309799
578	0.01610772055
579	0.01605794722
580	0.01603629605
581	0.01600998443
582	0.01596281813
583	0.01591219543
584	0.01587732407
585	0.01584519696
586	0.01581069273
587	0.01576340236
588	0.01571649276
589	0.01566817259
590	0.01561341811
591	0.0156035934
592	0.01557821715
593	0.01555158995
594	0.01551152685
595	0.01548126702
596	0.01546106304
597	0.015415793
598	0.01539251549
599	0.01536347893
600	0.01533750034
601	0.01530554857
602	0.01528000426
603	0.01524820165
604	0.01523283107
605	0.01520101559
606	0.01518460163
607	0.01515079493
608	0.01511641283
609	0.01509090113
610	0.01506189254
611	0.01503284677
612	0.01501714326
613	0.01500160618
614	0.01496490951
615	0.01493474132
616	0.01490471243
617	0.01488707783
618	0.01484316111
619	0.01481207543
620	0.01479190062
621	0.01476268652
622	0.01471760422
623	0.01468285819
624	0.01464378161
625	0.01462787977
626	0.01457753343
627	0.01456519237
628	0.01455350555
629	0.01451339254
630	0.01449016331
631	0.01447616657
632	0.01445551876
633	0.01440819837
634	0.01438259921
635	0.01436074422
636	0.01433577475
637	0.01431861977
638	0.01428135225
639	0.01426412171
640	0.01423833987
641	0.0142216379
642	0.01420696075
643	0.01418095176
644	0.01414681065
645	0.01411955801
646	0.01409774166
647	0.01406998313
648	0.01404342958
649	0.01401603314
650	0.01399174391
651	0.01397543813
652	0.01394333565
653	0.0139231573
654	0.01389961389
655	0.01388501218
656	0.01385935546
657	0.01383767284
658	0.01381294973
659	0.01378266248
660	0.01377122914
661	0.01375175845
662	0.01372818387
663	0.01370560235
664	0.01369029662
665	0.01367558762
666	0.01365299511
667	0.01363832413
668	0.01361088353
669	0.01357054057
670	0.01355025132
671	0.01352748085
672	0.01350106934
673	0.01347959525
674	0.01346259499
675	0.0134444171
676	0.01341609193
677	0.01339618045
678	0.01335709431
679	0.01333662942
680	0.01331814815
681	0.01329124187
682	0.01327253069
683	0.01324872859
684	0.01322032623
685	0.01318270258
686	0.0131600388
687	0.01312888229
688	0.01310780309
689	0.01309496043
690	0.01307125099
691	0.01304520425
692	0.01301829633
693	0.01299198322
694	0.01297563616
695	0.0129615056
696	0.01293201027
697	0.01291407157
698	0.01289493475
699	0.01286453586
700	0.01283223396
701	0.012798812
702	0.01276507643
703	0.01274106973
704	0.01272026589
705	0.01269298706
706	0.01268081347
707	0.01266727505
708	0.01264337091
709	0.01261975264
710	0.01259179137
711	0.01258404441
712	0.0125586386
713	0.01253324498
714	0.01250593191
715	0.01247360996
716	0.01244752536
717	0.01242385119
718	0.01238649692
719	0.01237005758
720	0.01236346121
721	0.01234742595
722	0.01232494093
723	0.01230983425
724	0.01227815502
725	0.01225295424
726	0.01221951801
727	0.01218701236
728	0.01216461554
729	0.01213767219
730	0.01211927726
731	0.01209585109
732	0.01207377574
733	0.01205295157
734	0.01203100942
735	0.01201665011
736	0.01199083366
737	0.01196843348
738	0.01195350574
739	0.01193113806
740	0.0119209883
741	0.01188204663
742	0.01185704
743	0.01184288119
744	0.0118284075
745	0.01181084141
746	0.01178840059
747	0.01176332689
748	0.01175073574
749	0.01172905133
750	0.01170936546
751	0.01168947155
752	0.01167266389
753	0.01165434088
754	0.01163200442
755	0.01160960225
756	0.01158517631
757	0.01158027766
758	0.01156670424
759	0.01155009449
760	0.01153596508
761	0.01152541039
762	0.011512701
763	0.01149777198
764	0.01148049435
765	0.01145564939
766	0.01144062882
767	0.01141160793
768	0.01139512712
769	0.01137068148
770	0.01134742599
771	0.0113294708
772	0.01131408245
773	0.01129301652
774	0.0112695395
775	0.01125017519
776	0.01123935971
777	0.01122127838
778	0.01120965763
779	0.01120189503
780	0.01118384355
781	0.01116355612
782	0.01114953557
783	0.01112441476
784	0.01111120803
785	0.01108479495
786	0.01106339231
787	0.01105424623
788	0.011031936
789	0.01101787164
790	0.01100652703
791	0.01099461714
792	0.01096755556
793	0.01095298617
794	0.0109435921
795	0.0109238457
796	0.01090210807
797	0.01087745344
798	0.01085880087
799	0.01084507369
800	0.01082732163
801	0.01080944739
802	0.01079018934
803	0.01078058075
804	0.01076985012
805	0.01075174226
806	0.010745339
807	0.01073172474
808	0.010712219
809	0.01070077183
810	0.01068352624
811	0.01066412857
812	0.01064165639
813	0.01062611361
814	0.01059797549
815	0.01057947633
816	0.01055857818
817	0.0105472138
818	0.01053152711
819	0.01050962828
820	0.01049889552
821	0.01048323809
822	0.01047304379
823	0.01046128085
824	0.01044841154
825	0.01042626596
826	0.01040359046
827	0.01038150445
828	0.01036480951
829	0.01035601545
830	0.01034577148
831	0.01033147647
832	0.01030410464
833	0.010287437
834	0.01026925134
835	0.01025505754
836	0.01023735346
837	0.01022285988
838	0.01019922861
839	0.01018166968
840	0.01016290348
841	0.01014887637
842	0.0101347197
843	0.01011999856
844	0.01010551318
845	0.01009085723
846	0.01007701419
847	0.01006186341
848	0.01005392686
849	0.01004192433
850	0.01002534548
851	0.01001463601
852	0.01000833675
853	0.00999553219
854	0.009985952244
855	0.009965507629
856	0.009953076847
857	0.009943787713
858	0.009929616428
859	0.009910410266
860	0.009898342557
861	0.00989175148
862	0.009879683615
863	0.009861125424
864	0.009845342867
865	0.009831037946
866	0.009824653067
867	0.009812583433
868	0.009790998398
869	0.009783400569
870	0.009768524884
871	0.009756030782
872	0.009733012413
873	0.00971868938
874	0.009703063556
875	0.009688767188
876	0.00968333766
877	0.009670284999
878	0.00965172733
879	0.009638551454
880	0.009628825378
881	0.00961656506
882	0.00959816891
883	0.009582619938
884	0.009566438905
885	0.009557840051
886	0.009544163156
887	0.009531716146
888	0.009520770297
889	0.009501862657
890	0.009489709258
891	0.009475416451
892	0.009471577262
893	0.009467307249
894	0.009452637343
895	0.009443740487
896	0.009433600683
897	0.009423801274
898	0.009418603847
899	0.009401714726
900	0.009387731878
901	0.009376195079
902	0.009370471148
903	0.00935612634
904	0.009337160763
905	0.009321858644
906	0.009307283903
907	0.009285977746
908	0.009274924267
909	0.009260900888
910	0.009244480906
911	0.009233630227
912	0.009218204336
913	0.009199795425
914	0.009184131718
915	0.009166110562
916	0.009148006716
917	0.009137657928
918	0.009124837472
919	0.00911530224
920	0.009110056093
921	0.009097186337
922	0.009084981426
923	0.009069997622
924	0.009055417955
925	0.0090454158
926	0.009030743401
927	0.009015866342
928	0.009000352813
929	0.00899190867
930	0.008978517254
931	0.008966961731
932	0.008955771526
933	0.008940989074
934	0.008925405423
935	0.008913628225
936	0.008903492413
937	0.008892187448
938	0.008873798339
939	0.00886389622
940	0.008852376442
941	0.008839517914
942	0.008832877818
943	0.008820602509
944	0.008808586104
945	0.008792415867
946	0.008776158312
947	0.008764059646
948	0.008754312767
949	0.008746179509
950	0.008736184591
951	0.008729649318
952	0.008723985684
953	0.008713248602
954	0.008700757474
955	0.008689169642
956	0.008679128839
957	0.008665226788
958	0.008651133572
959	0.008635692524
960	0.00862255761
961	0.008611845047
962	0.008604554447
963	0.008594051951
964	0.008586959178
965	0.008576106989
966	0.00856613811
967	0.008557556874
968	0.008546475792
969	0.008533859577
970	0.008520662075
971	0.00851288353
972	0.00849973938
973	0.008487031627
974	0.008478098694
975	0.008468095312
976	0.008456080391
977	0.00844668682
978	0.008433986479
979	0.008416083147
980	0.008406140409
981	0.0083956055
982	0.008384777666
983	0.008376274488
984	0.008364649478
985	0.008354286771
986	0.008346527668
987	0.008340705778
988	0.008335056592
989	0.008329435181
990	0.008313076657
991	0.008301374178
992	0.008292860391
993	0.008283349751
994	0.008275869098
995	0.008271283764
996	0.008258690508
997	0.008251388275
998	0.008244906401
999	0.008235299358
